student_id;origin_country;destination_country;destination_city;university_name;course_name;field_of_study;year_of_enrollment;scholarship_received;enrollment_reason;graduation_year;placement_status;placement_country;placement_company;starting_salary_usd;gpa_or_score;visa_status;post_graduation_visa;language_proficiency_test;test_score
S04171;UK;India;Delhi;Delhi University;Medicine;Medicine;2020;No;Higher Ranking;2023;Not Placed;N/A;N/A;0;281;Tier 4;OPT;Duolingo;52
S04172;Finland;USA;New York;NYU;Biotechnology;Medicine;2021;Yes;Political Stability;2022;Placed;USA;Microsoft;56388;379;Student Visa;Blue Card;PTE;84
S04173;Ireland;UK;Manchester;University of Manchester;Civil Engineering;Social Sciences;2023;Yes;Quality of Life;2024;Placed;UK;Amazon;116221;33;Student Visa;Work Permit;TOEFL;71
S04174;UK;Russia;Moscow;Lomonosov Moscow State University;Business Administration;Social Sciences;2019;No;Political Stability;2022;Not Placed;N/A;N/A;0;328;Study Permit;Post-Study Visa;None;0
S04175;Ireland;Finland;Tampere;Tampere University;Civil Engineering;Social Sciences;2023;No;Political Stability;2026;Not Placed;N/A;N/A;0;397;Study Permit;Blue Card;Duolingo;62
S04176;Russia;Germany;Stuttgart;University of Stuttgart;Business Administration;Social Sciences;2023;Yes;Scholarship;2024;Placed;Germany;Google;81800;343;Tier 4;Post-Study Visa;PTE;69
S04177;UK;USA;Boston;Harvard University;Economics;Natural Sciences;2023;Yes;Higher Ranking;2024;Not Placed;N/A;N/A;0;287;Tier 4;OPT;Duolingo;74
S04178;UK;Russia;Moscow;Higher School of Economics;Mechanical Engineering;Medicine;2023;Yes;Scholarship;2024;Placed;Russia;Amazon;127447;298;Study Permit;Blue Card;PTE;54
S04179;UAE;Russia;Moscow;Bauman Moscow State Technical University;Biotechnology;Law;2022;No;Job Opportunities;2024;Not Placed;N/A;N/A;0;38;Student Visa;OPT;None;0
S04180;Ireland;Germany;Stuttgart;University of Stuttgart;Law;Business;2022;No;Political Stability;2024;Not Placed;N/A;N/A;0;363;J1;OPT;PTE;84
S04181;Canada;Finland;Lappeenranta;LUT University;Data Science;Law;2019;No;Higher Ranking;2020;Not Placed;N/A;N/A;0;353;Student Visa;Blue Card;Duolingo;71
S04182;Ireland;Canada;Kingston;Queen's University;Medicine;Computer Science;2019;Yes;Quality of Life;2020;Not Placed;N/A;N/A;0;398;Schengen Student Visa;OPT;Duolingo;69
S04183;Canada;Germany;Aachen;RWTH Aachen;Civil Engineering;Law;2019;Yes;Political Stability;2020;Not Placed;N/A;N/A;0;371;J1;OPT;PTE;77
S04184;Germany;Ireland;Dublin;Dublin City University;Psychology;Arts;2019;Yes;Quality of Life;2022;Placed;Ireland;SAP;61855;301;Study Permit;Blue Card;PTE;79
S04185;Russia;UK;Birmingham;University of Birmingham;Law;Business;2021;No;Job Opportunities;2023;Not Placed;N/A;N/A;0;257;Student Visa;Post-Study Visa;IELTS;56
S04186;Germany;South Africa;Pretoria;University of Pretoria;Biotechnology;Law;2023;Yes;Job Opportunities;2026;Not Placed;N/A;N/A;0;329;Study Permit;OPT;IELTS;59
S04187;Finland;Russia;Moscow;Bauman Moscow State Technical University;Design;Engineering;2023;Yes;Job Opportunities;2025;Placed;Russia;Google;142075;376;Schengen Student Visa;Work Permit;TOEFL;84
S04188;Finland;UK;London;UCL;Business Administration;Computer Science;2021;Yes;Quality of Life;2023;Not Placed;N/A;N/A;0;3;Study Permit;Work Permit;TOEFL;5
S04189;Ireland;India;Delhi;JNU Delhi;Design;Natural Sciences;2021;No;Quality of Life;2024;Not Placed;N/A;N/A;0;398;Schengen Student Visa;OPT;Duolingo;84
S04190;Germany;Russia;Moscow;Higher School of Economics;Political Science;Computer Science;2021;Yes;Higher Ranking;2024;Placed;Russia;Microsoft;93929;262;Tier 4;Work Permit;None;0
S04191;Germany;USA;San Francisco;Stanford University;Business Administration;Computer Science;2022;No;Higher Ranking;2025;Placed;USA;Intel;44787;283;F1;Blue Card;PTE;77
S04192;Ireland;UK;London;King's College London;Economics;Social Sciences;2021;No;Higher Ranking;2022;Not Placed;N/A;N/A;0;25;F1;Blue Card;TOEFL;51
S04193;Russia;UK;Birmingham;University of Birmingham;Architecture;Natural Sciences;2022;Yes;Higher Ranking;2023;Placed;UK;Apple;107009;308;Tier 4;Work Permit;PTE;72
S04194;Finland;Ireland;Galway;National University of Ireland Galway;Economics;Medicine;2020;Yes;Scholarship;2022;Not Placed;N/A;N/A;0;389;Student Visa;PSW;Duolingo;69
S04195;South Africa;USA;New York;NYU;Law;Natural Sciences;2020;No;Higher Ranking;2021;Not Placed;N/A;N/A;0;276;Tier 4;Post-Study Visa;IELTS;62
S04196;Russia;South Africa;Johannesburg;University of the Witwatersrand;Law;Medicine;2021;No;Quality of Life;2023;Placed;South Africa;Apple;114866;346;F1;Work Permit;IELTS;79
S04197;Germany;Canada;Vancouver;University of British Columbia;Law;Business;2021;No;Higher Ranking;2023;Placed;Canada;SAP;127160;284;Schengen Student Visa;Blue Card;IELTS;56
S04198;Canada;South Africa;Johannesburg;University of the Witwatersrand;Mechanical Engineering;Arts;2019;No;Political Stability;2021;Not Placed;N/A;N/A;0;285;Schengen Student Visa;Work Permit;TOEFL;58
S04199;Canada;India;Bangalore;IISc Bangalore;Civil Engineering;Business;2019;Yes;Job Opportunities;2020;Not Placed;N/A;N/A;0;34;Schengen Student Visa;PSW;TOEFL;52
S04200;India;Canada;London;Western University;Economics;Arts;2021;No;Job Opportunities;2023;Not Placed;N/A;N/A;0;323;Tier 4;Work Permit;Duolingo;71
S04201;Finland;USA;San Francisco;UC Berkeley;Mechanical Engineering;Business;2023;No;Scholarship;2024;Placed;USA;Facebook;125868;283;Tier 4;Post-Study Visa;PTE;71
S04202;UK;UAE;Dubai;Manipal Academy Dubai;Psychology;Medicine;2021;Yes;Scholarship;2023;Not Placed;N/A;N/A;0;25;Tier 4;Work Permit;Duolingo;89
S04203;UAE;Canada;Toronto;University of Toronto;Mechanical Engineering;Engineering;2019;No;Higher Ranking;2021;Not Placed;N/A;N/A;0;325;Student Visa;OPT;PTE;8
S04204;Russia;USA;San Francisco;UC Berkeley;Finance;Natural Sciences;2022;No;Political Stability;2025;Placed;USA;Amazon;53580;26;Study Permit;Post-Study Visa;TOEFL;77
S04205;Canada;Ireland;Dublin;University College Dublin;Biotechnology;Business;2019;Yes;Job Opportunities;2020;Placed;Ireland;Deloitte;127535;318;Schengen Student Visa;Work Permit;Duolingo;53
S04206;USA;Canada;Toronto;University of Toronto;Design;Law;2023;No;Political Stability;2025;Not Placed;N/A;N/A;0;255;Student Visa;PSW;Duolingo;89
S04207;Germany;India;Delhi;JNU Delhi;Law;Social Sciences;2019;Yes;Higher Ranking;2021;Placed;India;Google;101860;265;Schengen Student Visa;OPT;None;0
S04208;Ireland;UAE;Sharjah;American University of Sharjah;Electrical Engineering;Social Sciences;2023;Yes;Scholarship;2024;Placed;UAE;IBM;83425;309;Schengen Student Visa;Post-Study Visa;IELTS;58
S04209;Ireland;Russia;Moscow;Lomonosov Moscow State University;Computer Science;Arts;2020;Yes;Job Opportunities;2022;Not Placed;N/A;N/A;0;344;Schengen Student Visa;OPT;PTE;84
S04210;Canada;Russia;Moscow;Lomonosov Moscow State University;Law;Natural Sciences;2022;Yes;Higher Ranking;2024;Placed;Russia;Apple;136282;284;Schengen Student Visa;Post-Study Visa;None;0
S04211;Canada;Russia;Novosibirsk;Novosibirsk State University;Psychology;Social Sciences;2022;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;349;Study Permit;PSW;Duolingo;78
S04212;Russia;South Africa;Durban;University of KwaZulu-Natal;Computer Science;Natural Sciences;2021;No;Job Opportunities;2024;Not Placed;N/A;N/A;0;397;Study Permit;Work Permit;None;0
S04213;Russia;Germany;Aachen;RWTH Aachen;Economics;Computer Science;2023;Yes;Scholarship;2026;Placed;Germany;Goldman Sachs;105931;252;Tier 4;OPT;None;0
S04214;Ireland;Canada;Vancouver;University of British Columbia;Political Science;Social Sciences;2019;Yes;Political Stability;2020;Placed;Canada;IBM;74383;26;J1;Blue Card;IELTS;84
S04215;Germany;Finland;Joensuu;University of Eastern Finland;Finance;Natural Sciences;2019;Yes;Higher Ranking;2021;Placed;Finland;Intel;112203;381;J1;Work Permit;TOEFL;67
S04216;Russia;Finland;Lappeenranta;LUT University;Psychology;Natural Sciences;2019;Yes;Scholarship;2020;Not Placed;N/A;N/A;0;351;Tier 4;Blue Card;Duolingo;7
S04217;Germany;USA;New York;NYU;Electrical Engineering;Natural Sciences;2023;No;Higher Ranking;2026;Placed;USA;Microsoft;115281;392;Study Permit;Post-Study Visa;None;0
S04218;Finland;Russia;Moscow;Higher School of Economics;Law;Natural Sciences;2020;Yes;Quality of Life;2022;Not Placed;N/A;N/A;0;26;Tier 4;PSW;None;0
S04219;Canada;UAE;Sharjah;American University of Sharjah;Biotechnology;Law;2023;Yes;Quality of Life;2025;Placed;UAE;Amazon;77190;275;Study Permit;Post-Study Visa;PTE;76
S04220;Germany;UK;Edinburgh;University of Edinburgh;Electrical Engineering;Law;2022;No;Quality of Life;2024;Placed;UK;Siemens;116192;318;Tier 4;Post-Study Visa;Duolingo;88
S04221;Finland;UAE;Dubai;University of Dubai;Economics;Engineering;2019;Yes;Quality of Life;2020;Not Placed;N/A;N/A;0;348;J1;Post-Study Visa;IELTS;79
S04222;Russia;UK;London;UCL;Electrical Engineering;Law;2021;No;Higher Ranking;2023;Not Placed;N/A;N/A;0;38;Student Visa;Post-Study Visa;Duolingo;59
S04223;Germany;Russia;Saint Petersburg;Saint Petersburg State University;Psychology;Computer Science;2019;Yes;Quality of Life;2022;Placed;Russia;Amazon;71542;331;Tier 4;OPT;Duolingo;59
S04224;Ireland;USA;New York;Columbia University;Business Administration;Computer Science;2022;Yes;Political Stability;2023;Placed;USA;Siemens;140000;352;Student Visa;Blue Card;None;0
S04225;Russia;Ireland;Dublin;Technological University Dublin;Data Science;Arts;2022;No;Job Opportunities;2024;Not Placed;N/A;N/A;0;365;Study Permit;Work Permit;None;0
S04226;Finland;South Africa;Grahamstown;Rhodes University;Business Administration;Arts;2020;Yes;Job Opportunities;2021;Placed;South Africa;Amazon;142052;291;F1;Work Permit;PTE;67
S04227;Russia;India;Mumbai;IIT Bombay;Biotechnology;Social Sciences;2020;Yes;Higher Ranking;2021;Placed;India;SAP;123147;277;F1;Blue Card;TOEFL;79
S04228;Ireland;Germany;Aachen;RWTH Aachen;Biotechnology;Engineering;2021;No;Higher Ranking;2022;Placed;Germany;McKinsey;65656;271;J1;OPT;Duolingo;61
S04229;India;South Africa;Johannesburg;University of Johannesburg;Business Administration;Medicine;2022;No;Job Opportunities;2024;Placed;South Africa;Apple;85553;357;Study Permit;Work Permit;None;0
S04230;India;UK;London;UCL;Architecture;Business;2021;Yes;Scholarship;2024;Not Placed;N/A;N/A;0;313;Schengen Student Visa;Blue Card;TOEFL;56
S04231;Germany;Ireland;Dublin;University College Dublin;Business Administration;Law;2021;No;Quality of Life;2024;Placed;Ireland;Apple;87119;296;Schengen Student Visa;Blue Card;Duolingo;71
S04232;Finland;Canada;London;Western University;Civil Engineering;Social Sciences;2020;Yes;Scholarship;2022;Placed;Canada;Deloitte;32970;399;Study Permit;Post-Study Visa;Duolingo;63
S04233;UK;Canada;Toronto;University of Toronto;Computer Science;Computer Science;2020;Yes;Political Stability;2022;Placed;Canada;Facebook;101176;272;Schengen Student Visa;PSW;PTE;75
S04234;Russia;Finland;Turku;University of Turku;Architecture;Social Sciences;2019;Yes;Political Stability;2021;Placed;Finland;McKinsey;61087;338;Student Visa;Work Permit;Duolingo;68
S04235;UK;Russia;Moscow;Bauman Moscow State Technical University;Economics;Medicine;2022;No;Higher Ranking;2025;Not Placed;N/A;N/A;0;34;J1;Post-Study Visa;IELTS;57
S04236;Canada;South Africa;Grahamstown;Rhodes University;Business Administration;Social Sciences;2023;No;Political Stability;2024;Not Placed;N/A;N/A;0;393;Student Visa;Post-Study Visa;Duolingo;59
S04237;USA;UK;Manchester;University of Manchester;Civil Engineering;Engineering;2022;Yes;Scholarship;2025;Not Placed;N/A;N/A;0;338;J1;OPT;TOEFL;58
S04238;UK;Germany;Heidelberg;Heidelberg University;Mechanical Engineering;Law;2020;Yes;Higher Ranking;2021;Placed;Germany;Apple;76614;36;Student Visa;OPT;None;0
S04239;UAE;India;Delhi;JNU Delhi;Political Science;Engineering;2022;Yes;Scholarship;2023;Not Placed;N/A;N/A;0;322;Tier 4;Post-Study Visa;TOEFL;82
S04240;Ireland;Germany;Munich;LMU Munich;Economics;Natural Sciences;2022;No;Quality of Life;2025;Not Placed;N/A;N/A;0;389;F1;Post-Study Visa;PTE;79
S04241;UK;UAE;Dubai;Middlesex University Dubai;Design;Business;2019;No;Political Stability;2022;Placed;UAE;Deloitte;90370;352;F1;Blue Card;Duolingo;51
S04242;India;USA;Los Angeles;UCLA;Economics;Business;2019;No;Scholarship;2021;Placed;USA;Intel;142153;363;Schengen Student Visa;Work Permit;PTE;78
S04243;Ireland;USA;New York;NYU;Biotechnology;Arts;2021;No;Quality of Life;2023;Placed;USA;Tesla;78845;281;Study Permit;Blue Card;TOEFL;59
S04244;Russia;Canada;Toronto;University of Toronto;Electrical Engineering;Social Sciences;2019;No;Scholarship;2022;Not Placed;N/A;N/A;0;257;Schengen Student Visa;OPT;Duolingo;7
S04245;South Africa;UAE;Dubai;University of Dubai;Computer Science;Engineering;2019;Yes;Scholarship;2021;Placed;UAE;Intel;64137;299;F1;Blue Card;TOEFL;63
S04246;Ireland;Germany;Munich;Technical University of Munich;Electrical Engineering;Social Sciences;2020;Yes;Higher Ranking;2022;Placed;Germany;Deloitte;110290;283;Schengen Student Visa;Work Permit;None;0
S04247;USA;South Africa;Cape Town;University of Cape Town;Law;Arts;2022;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;338;J1;Blue Card;PTE;83
S04248;Germany;UAE;Dubai;Manipal Academy Dubai;Political Science;Law;2020;No;Job Opportunities;2023;Not Placed;N/A;N/A;0;345;J1;OPT;IELTS;74
S04249;USA;South Africa;Stellenbosch;Stellenbosch University;Biotechnology;Computer Science;2021;No;Political Stability;2024;Not Placed;N/A;N/A;0;345;Schengen Student Visa;OPT;TOEFL;55
S04250;USA;UAE;Abu Dhabi;Khalifa University;Political Science;Arts;2022;No;Political Stability;2023;Not Placed;N/A;N/A;0;328;Schengen Student Visa;Blue Card;TOEFL;64
S04251;India;Ireland;Maynooth;Maynooth University;Law;Arts;2020;No;Higher Ranking;2023;Placed;Ireland;Intel;147993;302;Schengen Student Visa;PSW;Duolingo;51
S04252;UAE;Germany;Stuttgart;University of Stuttgart;Electrical Engineering;Social Sciences;2021;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;388;Study Permit;PSW;PTE;54
S04253;India;USA;Los Angeles;UCLA;Law;Computer Science;2023;Yes;Scholarship;2024;Not Placed;N/A;N/A;0;372;Schengen Student Visa;Post-Study Visa;TOEFL;66
S04254;USA;UAE;Sharjah;American University of Sharjah;Mechanical Engineering;Arts;2023;Yes;Job Opportunities;2026;Placed;UAE;Deloitte;76289;337;F1;Blue Card;None;0
S04255;South Africa;UAE;Dubai;Heriot-Watt Dubai;Design;Arts;2023;No;Political Stability;2024;Not Placed;N/A;N/A;0;358;Schengen Student Visa;Blue Card;PTE;62
S04256;UAE;Canada;Ottawa;University of Ottawa;Business Administration;Business;2019;No;Higher Ranking;2020;Not Placed;N/A;N/A;0;326;F1;Blue Card;TOEFL;84
S04257;UK;USA;San Francisco;Stanford University;Architecture;Business;2019;Yes;Quality of Life;2020;Placed;USA;SAP;138875;329;Tier 4;PSW;None;0
S04258;Germany;UAE;Dubai;Manipal Academy Dubai;Civil Engineering;Law;2022;Yes;Job Opportunities;2025;Placed;UAE;Facebook;108338;339;Study Permit;OPT;TOEFL;85
S04259;Ireland;Canada;London;Western University;Law;Computer Science;2021;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;367;F1;PSW;PTE;8
S04260;Finland;Russia;Moscow;Bauman Moscow State Technical University;Political Science;Arts;2019;No;Quality of Life;2021;Not Placed;N/A;N/A;0;316;Tier 4;PSW;IELTS;73
S04261;USA;Ireland;Cork;University College Cork;Finance;Law;2020;Yes;Political Stability;2021;Not Placed;N/A;N/A;0;306;Schengen Student Visa;OPT;IELTS;53
S04262;Ireland;Finland;Espoo;Aalto University;Civil Engineering;Computer Science;2020;Yes;Quality of Life;2021;Not Placed;N/A;N/A;0;275;F1;Blue Card;Duolingo;68
S04263;Germany;UAE;Dubai;Manipal Academy Dubai;Psychology;Medicine;2021;No;Higher Ranking;2023;Placed;UAE;Google;60256;268;Study Permit;OPT;IELTS;54
S04264;Germany;UAE;Abu Dhabi;Zayed University;Data Science;Arts;2023;Yes;Higher Ranking;2026;Placed;UAE;Deloitte;91870;275;Schengen Student Visa;OPT;TOEFL;76
S04265;UK;Russia;Saint Petersburg;Saint Petersburg State University;Psychology;Social Sciences;2019;Yes;Job Opportunities;2020;Not Placed;N/A;N/A;0;374;Study Permit;Work Permit;TOEFL;77
S04266;India;Russia;Moscow;Bauman Moscow State Technical University;Law;Business;2022;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;322;Study Permit;Work Permit;Duolingo;84
S04267;Ireland;South Africa;Durban;University of KwaZulu-Natal;Design;Arts;2020;Yes;Quality of Life;2023;Placed;South Africa;Apple;56866;287;Tier 4;PSW;TOEFL;82
S04268;Russia;UAE;Abu Dhabi;Khalifa University;Psychology;Law;2022;Yes;Job Opportunities;2025;Not Placed;N/A;N/A;0;282;J1;Work Permit;PTE;58
S04269;Canada;UAE;Dubai;University of Dubai;Psychology;Computer Science;2019;Yes;Scholarship;2021;Not Placed;N/A;N/A;0;308;F1;PSW;PTE;85
S04270;UK;Germany;Aachen;RWTH Aachen;Economics;Business;2020;Yes;Quality of Life;2022;Placed;Germany;Amazon;120312;377;J1;PSW;TOEFL;66
S04271;USA;South Africa;Grahamstown;Rhodes University;Medicine;Law;2019;Yes;Job Opportunities;2020;Placed;South Africa;Facebook;95602;364;Schengen Student Visa;Blue Card;None;0
S04272;Russia;Germany;Aachen;RWTH Aachen;Psychology;Business;2021;No;Quality of Life;2024;Placed;Germany;Tesla;89960;354;F1;OPT;Duolingo;89
S04273;UAE;Finland;Turku;Ã…bo Akademi University;Law;Social Sciences;2020;Yes;Scholarship;2023;Not Placed;N/A;N/A;0;367;Study Permit;Work Permit;IELTS;73
S04274;India;Finland;Lappeenranta;LUT University;Mechanical Engineering;Law;2021;No;Job Opportunities;2024;Not Placed;N/A;N/A;0;282;Student Visa;Blue Card;Duolingo;62
S04275;Germany;USA;Los Angeles;UCLA;Electrical Engineering;Natural Sciences;2019;Yes;Job Opportunities;2022;Not Placed;N/A;N/A;0;342;F1;Blue Card;None;0
S04276;South Africa;Ireland;Dublin;University College Dublin;Design;Arts;2019;Yes;Political Stability;2020;Not Placed;N/A;N/A;0;311;Student Visa;Post-Study Visa;IELTS;66
S04277;USA;Canada;Montreal;McGill University;Finance;Computer Science;2023;No;Political Stability;2025;Placed;Canada;Intel;60883;314;Study Permit;OPT;None;0
S04278;Ireland;Canada;Ottawa;University of Ottawa;Data Science;Social Sciences;2023;Yes;Quality of Life;2025;Not Placed;N/A;N/A;0;282;Schengen Student Visa;Work Permit;Duolingo;84
S04279;UK;USA;New York;NYU;Civil Engineering;Engineering;2023;Yes;Quality of Life;2026;Placed;USA;Goldman Sachs;34303;393;Tier 4;OPT;Duolingo;8
S04280;Finland;India;Chennai;IIT Madras;Design;Natural Sciences;2019;Yes;Political Stability;2020;Not Placed;N/A;N/A;0;378;Student Visa;OPT;Duolingo;71
S04281;Russia;UK;Cambridge;University of Cambridge;Civil Engineering;Engineering;2020;No;Scholarship;2021;Not Placed;N/A;N/A;0;277;Schengen Student Visa;PSW;PTE;74
S04282;UK;Germany;Aachen;RWTH Aachen;Political Science;Computer Science;2023;No;Quality of Life;2024;Placed;Germany;Goldman Sachs;37778;391;Tier 4;Blue Card;None;0
S04283;Russia;Germany;Stuttgart;University of Stuttgart;Biotechnology;Computer Science;2023;No;Job Opportunities;2024;Placed;Germany;Intel;110307;334;Study Permit;PSW;IELTS;8
S04284;Canada;India;Delhi;IIT Delhi;Mechanical Engineering;Law;2022;No;Job Opportunities;2025;Placed;India;IBM;90781;323;F1;Blue Card;None;0
S04285;Russia;Ireland;Dublin;Trinity College Dublin;Psychology;Computer Science;2022;No;Scholarship;2025;Placed;Ireland;Siemens;98782;333;Study Permit;Work Permit;IELTS;78
S04286;Canada;Ireland;Dublin;Dublin City University;Electrical Engineering;Engineering;2020;Yes;Scholarship;2023;Placed;Ireland;Goldman Sachs;57438;36;Tier 4;Work Permit;IELTS;67
S04287;South Africa;Ireland;Dublin;University College Dublin;Design;Engineering;2020;No;Higher Ranking;2023;Placed;Ireland;Apple;90525;377;Study Permit;PSW;IELTS;63
S04288;Germany;Finland;Joensuu;University of Eastern Finland;Data Science;Business;2021;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;259;Study Permit;OPT;None;0
S04289;USA;South Africa;Cape Town;University of Cape Town;Design;Natural Sciences;2022;No;Job Opportunities;2023;Placed;South Africa;Intel;93396;32;Study Permit;Post-Study Visa;TOEFL;56
S04290;India;Finland;Lappeenranta;LUT University;Design;Natural Sciences;2021;Yes;Quality of Life;2022;Not Placed;N/A;N/A;0;398;Schengen Student Visa;Work Permit;IELTS;87
S04291;Russia;USA;San Francisco;Stanford University;Data Science;Arts;2020;No;Quality of Life;2022;Not Placed;N/A;N/A;0;375;Study Permit;Work Permit;Duolingo;71
S04292;Canada;UK;London;King's College London;Business Administration;Arts;2020;Yes;Job Opportunities;2021;Not Placed;N/A;N/A;0;268;Student Visa;PSW;IELTS;77
S04293;Canada;Finland;Espoo;Aalto University;Psychology;Engineering;2020;Yes;Scholarship;2023;Placed;Finland;Google;120557;365;J1;Blue Card;TOEFL;65
S04294;UAE;Russia;Moscow;Moscow Institute of Physics and Technology;Data Science;Business;2023;Yes;Job Opportunities;2026;Not Placed;N/A;N/A;0;389;Study Permit;Work Permit;Duolingo;89
S04295;South Africa;India;Pilani;BITS Pilani;Business Administration;Engineering;2022;No;Political Stability;2025;Placed;India;Intel;101545;291;Schengen Student Visa;Blue Card;PTE;65
S04296;USA;Germany;Berlin;Humboldt University;Electrical Engineering;Social Sciences;2022;No;Quality of Life;2025;Not Placed;N/A;N/A;0;392;Study Permit;Blue Card;TOEFL;8
S04297;Russia;UAE;Abu Dhabi;Khalifa University;Civil Engineering;Law;2022;No;Job Opportunities;2025;Not Placed;N/A;N/A;0;337;Schengen Student Visa;OPT;None;0
S04298;India;USA;Boston;MIT;Computer Science;Law;2023;Yes;Higher Ranking;2026;Not Placed;N/A;N/A;0;301;Student Visa;Work Permit;None;0
S04299;Ireland;UAE;Abu Dhabi;Khalifa University;Data Science;Natural Sciences;2022;Yes;Job Opportunities;2024;Not Placed;N/A;N/A;0;275;Schengen Student Visa;OPT;TOEFL;65
S04300;South Africa;UK;Oxford;University of Oxford;Data Science;Social Sciences;2019;No;Job Opportunities;2022;Not Placed;N/A;N/A;0;399;Tier 4;Post-Study Visa;TOEFL;58
S04301;India;UAE;Abu Dhabi;Zayed University;Civil Engineering;Computer Science;2020;No;Higher Ranking;2021;Not Placed;N/A;N/A;0;323;Study Permit;Post-Study Visa;TOEFL;56
S04302;Germany;Ireland;Dublin;Technological University Dublin;Political Science;Arts;2021;No;Quality of Life;2022;Placed;Ireland;SAP;74192;378;F1;Post-Study Visa;Duolingo;57
S04303;UAE;Russia;Moscow;Higher School of Economics;Finance;Law;2023;Yes;Quality of Life;2026;Placed;Russia;Amazon;59646;337;Student Visa;Work Permit;Duolingo;81
S04304;Finland;South Africa;Johannesburg;University of Johannesburg;Finance;Engineering;2021;Yes;Higher Ranking;2023;Placed;South Africa;Amazon;115426;266;Study Permit;PSW;Duolingo;67
S04305;Germany;Finland;Turku;Ã…bo Akademi University;Electrical Engineering;Law;2023;Yes;Quality of Life;2024;Not Placed;N/A;N/A;0;353;Study Permit;Blue Card;TOEFL;9
S04306;Canada;Russia;Moscow;Higher School of Economics;Business Administration;Engineering;2022;No;Higher Ranking;2024;Placed;Russia;Amazon;46631;331;Tier 4;Post-Study Visa;PTE;61
S04307;UAE;South Africa;Pretoria;University of Pretoria;Biotechnology;Computer Science;2022;No;Job Opportunities;2023;Not Placed;N/A;N/A;0;33;J1;PSW;TOEFL;62
S04308;USA;Russia;Saint Petersburg;Saint Petersburg State University;Business Administration;Natural Sciences;2022;Yes;Scholarship;2025;Not Placed;N/A;N/A;0;37;Study Permit;Post-Study Visa;Duolingo;6
S04309;USA;Finland;Joensuu;University of Eastern Finland;Business Administration;Business;2022;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;355;Tier 4;Post-Study Visa;TOEFL;59
S04310;India;UK;London;Imperial College London;Law;Social Sciences;2021;No;Scholarship;2023;Not Placed;N/A;N/A;0;273;Schengen Student Visa;Work Permit;None;0
S04311;UK;Finland;Espoo;Aalto University;Biotechnology;Natural Sciences;2023;Yes;Quality of Life;2025;Not Placed;N/A;N/A;0;278;Tier 4;Blue Card;TOEFL;81
S04312;Germany;Ireland;Dublin;Technological University Dublin;Architecture;Engineering;2019;No;Scholarship;2020;Not Placed;N/A;N/A;0;309;Schengen Student Visa;PSW;PTE;51
S04313;Canada;South Africa;Johannesburg;University of Johannesburg;Biotechnology;Medicine;2021;No;Scholarship;2023;Placed;South Africa;Amazon;64072;259;Student Visa;Blue Card;TOEFL;7
S04314;USA;South Africa;Johannesburg;University of the Witwatersrand;Biotechnology;Engineering;2023;No;Political Stability;2024;Not Placed;N/A;N/A;0;381;Student Visa;OPT;TOEFL;68
S04315;India;Finland;Turku;University of Turku;Finance;Engineering;2023;No;Job Opportunities;2024;Placed;Finland;Deloitte;142644;276;Tier 4;PSW;IELTS;84
S04316;India;UAE;Abu Dhabi;Zayed University;Electrical Engineering;Arts;2021;Yes;Quality of Life;2023;Placed;UAE;Microsoft;106086;283;Study Permit;OPT;Duolingo;69
S04317;India;UAE;Abu Dhabi;Khalifa University;Medicine;Arts;2021;Yes;Higher Ranking;2024;Not Placed;N/A;N/A;0;386;F1;Work Permit;TOEFL;87
S04318;Ireland;UK;Cambridge;University of Cambridge;Law;Engineering;2023;No;Quality of Life;2024;Not Placed;N/A;N/A;0;265;Tier 4;OPT;TOEFL;64
S04319;Ireland;UK;Oxford;University of Oxford;Business Administration;Medicine;2023;Yes;Political Stability;2025;Not Placed;N/A;N/A;0;312;Tier 4;OPT;Duolingo;84
S04320;Germany;South Africa;Pretoria;University of Pretoria;Biotechnology;Social Sciences;2022;Yes;Higher Ranking;2025;Placed;South Africa;Microsoft;127482;278;J1;OPT;PTE;79
S04321;UK;UAE;Abu Dhabi;Khalifa University;Law;Social Sciences;2021;No;Higher Ranking;2024;Not Placed;N/A;N/A;0;276;Tier 4;OPT;TOEFL;62
S04322;USA;Russia;Novosibirsk;Novosibirsk State University;Business Administration;Natural Sciences;2023;Yes;Political Stability;2026;Placed;Russia;McKinsey;78675;391;Tier 4;Post-Study Visa;IELTS;82
S04323;UK;UAE;Dubai;Heriot-Watt Dubai;Mechanical Engineering;Engineering;2023;Yes;Higher Ranking;2024;Not Placed;N/A;N/A;0;292;Schengen Student Visa;Post-Study Visa;None;0
S04324;Germany;India;Pilani;BITS Pilani;Law;Arts;2019;No;Job Opportunities;2022;Not Placed;N/A;N/A;0;33;Schengen Student Visa;Work Permit;IELTS;85
S04325;UK;South Africa;Johannesburg;University of the Witwatersrand;Psychology;Computer Science;2019;Yes;Political Stability;2022;Placed;South Africa;McKinsey;76572;395;J1;OPT;None;0
